"country","scenario","sex","age","disease","variable","units","y_2014","y_2015","y_2016","y_2017","y_2018"
0,0,"Male","0-4","Intracerebral hemorrhage","Mortality Rate","Rate","3.747753692524e-05","3.9641234167023e-05","3.88400533254101e-05","3.70997785538161e-05","3.56808286532447e-05"
0,0,"Female","0-4","Intracerebral hemorrhage","Mortality Rate","Rate","2.44941443093114e-05","2.64847647864727e-05","2.63857958117064e-05","2.53163090182161e-05","2.42146967253077e-05"
0,0,"Male","0-4","Ischemic heart disease","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Ischemic heart disease","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Ischemic stroke","Mortality Rate","Rate","5.92269385389574e-06","6.32811985407428e-06","6.26052714404906e-06","5.90943588698601e-06","5.53999375118864e-06"
0,0,"Female","0-4","Ischemic stroke","Mortality Rate","Rate","7.96699893195827e-06","8.59618581940112e-06","8.39960775451683e-06","8.09341338176604e-06","7.88971517463469e-06"
0,0,"Male","0-4","Kidney cancer","Mortality Rate","Rate","1.41952427529905e-05","1.42131965668337e-05","1.43576753528468e-05","1.3668558637504e-05","1.29269742950573e-05"
0,0,"Female","0-4","Kidney cancer","Mortality Rate","Rate","2.0188558740584e-06","2.04370469253282e-06","2.09845516062742e-06","2.04398956724113e-06","1.98170884613998e-06"
0,0,"Male","0-4","Liver cancer due to alcohol use","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Liver cancer due to alcohol use","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Liver cancer due to hepatitis B","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Liver cancer due to hepatitis B","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Liver cancer due to hepatitis C","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Liver cancer due to hepatitis C","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Multiple myeloma","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Multiple myeloma","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Other leukemia","Mortality Rate","Rate","3.93306403850797e-06","3.8286001265926e-06","3.77833221850864e-06","3.566380300185e-06","3.37823662443532e-06"
0,0,"Female","0-4","Other leukemia","Mortality Rate","Rate","6.62723323500387e-06","6.57493941046505e-06","6.61324756945539e-06","6.2853708728668e-06","5.9792269030738e-06"
0,0,"Male","0-4","Ovarian cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Ovarian cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Pancreatic cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Pancreatic cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Stomach cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Stomach cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Stroke","Mortality Rate","Rate","5.29743355894059e-05","5.61323095611073e-05","5.53230984297005e-05","5.28887447351822e-05","5.0692621304998e-05"
0,0,"Female","0-4","Stroke","Mortality Rate","Rate","3.41120914315299e-05","3.68194833962602e-05","3.65509685380882e-05","3.51186413264779e-05","3.37390459203303e-05"
0,0,"Male","0-4","Subarachnoid hemorrhage","Mortality Rate","Rate","9.57410481027014e-06","1.01629555400099e-05","1.02225179602413e-05","9.87953029438016e-06","9.4717989005647e-06"
0,0,"Female","0-4","Subarachnoid hemorrhage","Mortality Rate","Rate","1.65094819026013e-06","1.73853279038629e-06","1.7655649718649e-06","1.7089189264957e-06","1.63463402038784e-06"
0,0,"Male","0-4","Thyroid cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Thyroid cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Tracheal, bronchus, and lung cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Tracheal, bronchus, and lung cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","0-4","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","0-4","Chronic obstructive pulmonary disease","Mortality Rate","Rate","2.37994553181931e-07","2.30322527106085e-07","2.3052234308102e-07","2.17330026036684e-07","2.03824539992068e-07"
0,0,"Female","0-4","Chronic obstructive pulmonary disease","Mortality Rate","Rate","4.94098623567484e-06","4.83787815201966e-06","4.91170722140474e-06","4.65637816602219e-06","4.38742645151697e-06"
0,0,"Male","0-4","Lower respiratory infections","Mortality Rate","Rate","0.00517071129243871","0.0050896084547793","0.00499130043018175","0.00465463088939793","0.00434989315476208"
0,0,"Female","0-4","Lower respiratory infections","Mortality Rate","Rate","0.00439327810042864","0.00432721829355361","0.00427979301903049","0.00402269939124753","0.00380415104353185"
0,0,"Male","0-4","All causes","Mortality Rate","Rate","0.0309214908536081","0.0298976910542061","0.0286013330002203","0.0272154953633812","0.0259720906454174"
0,0,"Female","0-4","All causes","Mortality Rate","Rate","0.0264438340573592","0.0255297317318138","0.0243886693264425","0.0231766348547218","0.0220935485612847"
0,0,"All","5-9","0","Fraction total population","Fraction total population","0.146156331664843","0.145835173571239","0.145906937476137","0.145972169831091","0.145950223356733"
0,0,"All","5-9","0","Female Fraction","Female fraction of population in age group","0.489508590932009","0.489438219261054","0.489293480263885","0.489196755437513","0.489086329928641"
0,0,"Male","5-9","Acute lymphoid leukemia","Mortality Rate","Rate","4.26527590925151e-06","4.2858407385424e-06","4.32972594162603e-06","4.27957230064247e-06","4.2056269572831e-06"
0,0,"Female","5-9","Acute lymphoid leukemia","Mortality Rate","Rate","2.98567413947757e-06","2.94660312562555e-06","2.92766458832277e-06","2.86530568638498e-06","2.80746332149781e-06"
0,0,"Male","5-9","Acute myeloid leukemia","Mortality Rate","Rate","2.41960395907813e-06","2.41947230211452e-06","2.42620393078998e-06","2.3760557156163e-06","2.32668571320592e-06"
0,0,"Female","5-9","Acute myeloid leukemia","Mortality Rate","Rate","1.20982281616744e-06","1.18827854389059e-06","1.17816063011328e-06","1.14526904790166e-06","1.12090665704234e-06"
0,0,"Male","5-9","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Asthma","Mortality Rate","Rate","6.31179066698709e-07","6.1797748488542e-07","6.08377626606443e-07","5.79874820912051e-07","5.484419843143e-07"
0,0,"Female","5-9","Asthma","Mortality Rate","Rate","4.41503503835521e-07","4.21742491384427e-07","4.08749528658993e-07","3.88304220389539e-07","3.70955018225324e-07"
0,0,"Male","5-9","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Breast cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Breast cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Cardiovascular diseases","Mortality Rate","Rate","1.95816174863414e-05","2.0249804162626e-05","2.00412682070662e-05","1.95447556044834e-05","1.89345880094287e-05"
0,0,"Female","5-9","Cardiovascular diseases","Mortality Rate","Rate","9.78209850437878e-06","9.97121025484219e-06","9.75548572134094e-06","9.4836877584569e-06","9.21908931100049e-06"
0,0,"Male","5-9","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","7.95452137822381e-06","7.97820019872735e-06","8.51383796842093e-06","8.70800529212693e-06","8.31430999303865e-06"
0,0,"Female","5-9","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","3.18822475214722e-06","3.09166868210908e-06","3.23130991091126e-06","3.2816225815597e-06","3.13369057346894e-06"
0,0,"Male","5-9","Chronic kidney disease due to hypertension","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Chronic kidney disease due to hypertension","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","6.92197686524218e-06","6.94558676483249e-06","6.55867239567751e-06","6.00654679114575e-06","5.95523612002064e-06"
0,0,"Female","5-9","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","3.07331823852865e-06","2.99643965284869e-06","2.7828274221419e-06","2.53149196746755e-06","2.48940696727432e-06"
0,0,"Male","5-9","Chronic lymphoid leukemia","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Chronic lymphoid leukemia","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Chronic myeloid leukemia","Mortality Rate","Rate","4.0590428442587e-07","4.04946472196978e-07","4.06869026290411e-07","3.98817536367504e-07","3.8866500744019e-07"
0,0,"Female","5-9","Chronic myeloid leukemia","Mortality Rate","Rate","3.21713817637706e-07","3.13813279683392e-07","3.09296353529366e-07","3.00009521611312e-07","2.90862382658342e-07"
0,0,"Male","5-9","Colon and rectum cancer","Mortality Rate","Rate","3.94944217593717e-07","3.93418975445105e-07","3.93439915826461e-07","3.82374521247349e-07","3.71120146485326e-07"
0,0,"Female","5-9","Colon and rectum cancer","Mortality Rate","Rate","2.96153833918721e-07","2.91287849117598e-07","2.88605884594261e-07","2.80740734826003e-07","2.73120839228836e-07"
0,0,"Male","5-9","Diabetes mellitus type 2","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Diabetes mellitus type 2","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Esophageal cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Esophageal cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Gallbladder and biliary diseases","Mortality Rate","Rate","2.7570571878901e-07","2.69985176620962e-07","2.69616502604287e-07","2.63567327068297e-07","2.54110232598292e-07"
0,0,"Female","5-9","Gallbladder and biliary diseases","Mortality Rate","Rate","6.2680309043865e-06","5.96486852764822e-06","5.8365271135076e-06","5.72266123528508e-06","5.58434496053458e-06"
0,0,"Male","5-9","Gallbladder and biliary tract cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Gallbladder and biliary tract cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Gout","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Gout","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Hypertensive heart disease","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Hypertensive heart disease","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Intracerebral hemorrhage","Mortality Rate","Rate","7.88289335023333e-06","8.25611814343075e-06","8.1220102605802e-06","7.88991157595296e-06","7.60141943592757e-06"
0,0,"Female","5-9","Intracerebral hemorrhage","Mortality Rate","Rate","3.1403872323831e-06","3.29805706332487e-06","3.20229023087502e-06","3.11270986594273e-06","3.02246833282282e-06"
0,0,"Male","5-9","Ischemic heart disease","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Ischemic heart disease","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Ischemic stroke","Mortality Rate","Rate","3.50066363401085e-07","3.78059555622225e-07","3.71324597827111e-07","3.64752352019862e-07","3.54993183096433e-07"
0,0,"Female","5-9","Ischemic stroke","Mortality Rate","Rate","7.66420836587935e-08","8.21699861392846e-08","7.95892892951401e-08","7.7803182950659e-08","7.61204523443906e-08"
0,0,"Male","5-9","Kidney cancer","Mortality Rate","Rate","7.42647527942746e-07","7.47370907293124e-07","7.53994234672003e-07","7.40584551072732e-07","7.24952472032333e-07"
0,0,"Female","5-9","Kidney cancer","Mortality Rate","Rate","7.13822022412693e-07","7.12536483433022e-07","7.14521650744641e-07","7.06813755009968e-07","6.96678962147313e-07"
0,0,"Male","5-9","Liver cancer due to alcohol use","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Liver cancer due to alcohol use","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Liver cancer due to hepatitis B","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Liver cancer due to hepatitis B","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Liver cancer due to hepatitis C","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Liver cancer due to hepatitis C","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Low back pain","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Multiple myeloma","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Multiple myeloma","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Osteoarthritis hip","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Osteoarthritis knee","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Other leukemia","Mortality Rate","Rate","2.80382069137434e-06","2.75079056676793e-06","2.73361983847678e-06","2.65351369465196e-06","2.56945660857578e-06"
0,0,"Female","5-9","Other leukemia","Mortality Rate","Rate","1.87879187238298e-06","1.80524249839096e-06","1.76263963914821e-06","1.68609388676634e-06","1.62032080347855e-06"
0,0,"Male","5-9","Ovarian cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Ovarian cancer","Mortality Rate","Rate","4.9885942154081e-07","4.93770363390308e-07","4.92989350487816e-07","4.85799584158245e-07","4.77214597463266e-07"
0,0,"Male","5-9","Pancreatic cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Pancreatic cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Stomach cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Stomach cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Stroke","Mortality Rate","Rate","9.62787188275983e-06","1.00995727125729e-05","9.95347486733846e-06","9.69394716575117e-06","9.36485672194473e-06"
0,0,"Female","5-9","Stroke","Mortality Rate","Rate","3.42876374760107e-06","3.59929043102297e-06","3.49811918307957e-06","3.40221815142186e-06","3.30622824659023e-06"
0,0,"Male","5-9","Subarachnoid hemorrhage","Mortality Rate","Rate","1.39491216912542e-06","1.46539501351994e-06","1.46014000893116e-06","1.43928323777835e-06","1.40844410292074e-06"
0,0,"Female","5-9","Subarachnoid hemorrhage","Mortality Rate","Rate","2.11734431559163e-07","2.19063381558821e-07","2.16239662909413e-07","2.11705102528471e-07","2.07639461423012e-07"
0,0,"Male","5-9","Thyroid cancer","Mortality Rate","Rate","1.03085268474078e-07","1.04473718942711e-07","1.06059259023439e-07","1.0569316544026e-07","1.04879420622658e-07"
0,0,"Female","5-9","Thyroid cancer","Mortality Rate","Rate","8.26158630790504e-08","8.26505776899644e-08","8.3093260684636e-08","8.26519058635652e-08","8.19709894027683e-08"
0,0,"Male","5-9","Tracheal, bronchus, and lung cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Tracheal, bronchus, and lung cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","5-9","Uterine cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","5-9","Chronic obstructive pulmonary disease","Mortality Rate","Rate","1.88479822907618e-07","1.80850927408958e-07","1.78521746029447e-07","1.71015223964393e-07","1.6313126235978e-07"
0,0,"Female","5-9","Chronic obstructive pulmonary disease","Mortality Rate","Rate","2.39688489992225e-07","2.24417267239022e-07","2.17806930769281e-07","2.06780770736012e-07","1.99063404073963e-07"
0,0,"Male","5-9","Lower respiratory infections","Mortality Rate","Rate","7.34450895408873e-05","7.1592505858219e-05","7.11932016382046e-05","6.87868765650995e-05","6.61543867486738e-05"
0,0,"Female","5-9","Lower respiratory infections","Mortality Rate","Rate","4.9548980609102e-05","4.76623661651496e-05","4.69072065057996e-05","4.51594936558155e-05","4.34804765800943e-05"
0,0,"Male","5-9","All causes","Mortality Rate","Rate","0.00143522627865982","0.00138908819982018","0.00133781234659239","0.00129404797696369","0.00125248806391966"
0,0,"Female","5-9","All causes","Mortality Rate","Rate","0.00110282985807026","0.0010558350428523","0.0010101577876721","0.000973888509895463","0.00094014193113699"
0,0,"All","10-14","0","Fraction total population","Fraction total population","0.123056341301649","0.123597738715661","0.123982985679793","0.124350349972757","0.124661135928526"
0,0,"All","10-14","0","Female Fraction","Female fraction of population in age group","0.490602542841349","0.490441307843488","0.490327897293546","0.490204339582894","0.490089278401179"
0,0,"Male","10-14","Acute lymphoid leukemia","Mortality Rate","Rate","3.83470668240674e-06","3.84275342012666e-06","3.8522550821657e-06","3.79708705966963e-06","3.69526756868755e-06"
0,0,"Female","10-14","Acute lymphoid leukemia","Mortality Rate","Rate","1.99830858281408e-06","1.98539903193715e-06","1.96501310310368e-06","1.93805618825235e-06","1.88991499250735e-06"
0,0,"Male","10-14","Acute myeloid leukemia","Mortality Rate","Rate","2.09126585742004e-06","2.10147873405432e-06","2.10690189646437e-06","2.08244760758763e-06","2.03890776903709e-06"
0,0,"Female","10-14","Acute myeloid leukemia","Mortality Rate","Rate","1.58343921615492e-06","1.58261047561615e-06","1.57256204711394e-06","1.55406117846797e-06","1.52585006632435e-06"
0,0,"Male","10-14","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Alzheimer's disease and other dementias","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","10-14","Asthma","Mortality Rate","Rate","7.29254702791763e-06","7.18794115796175e-06","7.11866181782695e-06","6.91500257167196e-06","6.61659703189314e-06"
0,0,"Female","10-14","Asthma","Mortality Rate","Rate","3.94341269589056e-06","3.85467354450797e-06","3.78431912014705e-06","3.68930315752345e-06","3.56473866877528e-06"
0,0,"Male","10-14","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Atrial fibrillation and flutter","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","10-14","Breast cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Breast cancer","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","10-14","Cardiovascular diseases","Mortality Rate","Rate","2.11888897431492e-05","2.18368044639271e-05","2.15836981573121e-05","2.11443273878972e-05","2.0476489501904e-05"
0,0,"Female","10-14","Cardiovascular diseases","Mortality Rate","Rate","1.36283648014355e-05","1.39617170834582e-05","1.37110179682622e-05","1.35378437890734e-05","1.32122900591944e-05"
0,0,"Male","10-14","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Cataract","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","10-14","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Chronic kidney disease due to diabetes mellitus type 2","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","10-14","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","9.72778265646373e-06","9.68008276894687e-06","1.00232556844838e-05","1.00102412039245e-05","9.55188774011834e-06"
0,0,"Female","10-14","Chronic kidney disease due to glomerulonephritis","Mortality Rate","Rate","3.19524852040637e-06","3.12393389929747e-06","3.20315178400548e-06","3.21034319879937e-06","3.08441839129367e-06"
0,0,"Male","10-14","Chronic kidney disease due to hypertension","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Chronic kidney disease due to hypertension","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Male","10-14","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","5.84628460159773e-06","5.9424138098854e-06","5.71116972081959e-06","5.39753380417159e-06","5.34939187543576e-06"
0,0,"Female","10-14","Chronic kidney disease due to other and unspecified causes","Mortality Rate","Rate","2.17887847935813e-06","2.18197876006701e-06","2.07198145583259e-06","1.96691248610683e-06","1.95094570166864e-06"
0,0,"Male","10-14","Chronic lymphoid leukemia","Mortality Rate","Rate","0","0","0","0","0"
0,0,"Female","10-14","Chronic lymphoid leukemia","Mortality Rate","Rate","0","0","0","0","0"
